,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
45,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
教師あり学習の代表的な手法として、サポートベクターマシン（SVM）がある。サポートベクターマシン（SVM）では、（ア）という考え方を用いて、分類を行う線を求めていく手法である。また、直線で分類できない場合、次元を拡張させることで分類していく方法がある。次元を拡張させる関数を（イ）といい、（ウ）という方法を使うことで計算を楽にすることができる。",ジェネレータ,単純パーセプトロン,マージン最大化,ハイパーパラメータ,3,"選択肢3が正解です。
マージン最大化とは、分類する線の中から、サポートベクトル（分類する線に一番近いデータ）との距離が最大になる線を見つけようとする考え方のことです。

選択肢1：ジェネレータとは、GANを構成するネットワークの1つで、ランダムなノイズを入力し、新しい画像を生成するものです。
選択肢2：単純パーセプトロンとは、1958年に提案されたニューラルネットワークで、入力層と出力層からなるモデルのことです。活性化関数として、ステップ関数が用いられています。
選択肢4：ハイパーパラメータとは、機械学習モデルにおいて人間があらかじめ設定するパラメータのことで、ニューラルネットワークの層数や学習率などが代表的なものとして挙げられます。"
46,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
教師あり学習の代表的な手法として、サポートベクターマシン（SVM）がある。サポートベクターマシン（SVM）では、（ア）という考え方を用いて、分類を行う線を求めていく手法である。また、直線で分類できない場合、次元を拡張させることで分類していく方法がある。次元を拡張させる関数を（イ）といい、（ウ）という方法を使うことで計算を楽にすることができる。",ReLU関数,シグモイド関数,カーネル関数,活性化関数,3,"選択肢3が正解です。
カーネル関数とは、サポートベクターマシン（SVM）において、次元を拡張させるときに使用される関数のことです。

選択肢1：ReLu関数とは、活性化関数の1種で、入力値が0以下のときは0、入力値が0を超えるときは入力値をそのまま出力する関数のことです。ReLu関数を使用することで、勾配が消失しにくくなるという特徴があります。
選択肢2：シグモイド関数とは、活性化関数の1種で、2値分類で使用される関数です。
選択肢4：活性化関数とは、ニューラルネットワークにおいて、複数のノードから値を受け取り、次の層に値を受け渡すときに、その値を調整する関数のことを言います。"
47,機械学習の具体的手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
教師あり学習の代表的な手法として、サポートベクターマシン（SVM）がある。サポートベクターマシン（SVM）では、（ア）という考え方を用いて、分類を行う線を求めていく手法である。また、直線で分類できない場合、次元を拡張させることで分類していく方法がある。次元を拡張させる関数を（イ）といい、（ウ）という方法を使うことで計算を楽にすることができる。",早期終了,カーネルトリック,標準化,報酬成形,2,"選択肢2が正解です。
カーネルトリックとは、サポートベクターマシン（SVM）において、高次元データの計算を楽にするための手法のことです。

選択肢1：早期終了とは、過学習対策の1つで、汎化誤差が増加し始めたら学習を終了するという手法のことです。汎化誤差とは、学習に使っていないデータに対する予測と正解の誤差のことを言います。
選択肢3：標準化とは、特徴量の平均を0、分散が1になるように変換することです。特徴量は標準正規分布に従うようになります。
選択肢4：報酬成形とは、目標を達成するために、報酬関数の設計と方策の確認を繰り返し行い、適切な報酬関数を設計することをいいます。"
48,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
データのバリエーションを増やすことを（ア）という。また、（ア）はデータの水増しとも呼ばれる。",スパース化,データ拡張,コーパス,拡張現実,2,"選択肢2が正解です。
データ拡張とは、既存データから様々な加工等を行い、データのバリエーションを増やす手法のことを言い、データの水増しなどとも言われています。

選択肢1：スパース化とは、モデルに使用する特徴量の数を減らし、過学習が起きるのを防ぐ手法です。スパークは、「まばらな」や「すかすか」を意味します。
選択肢3：コーパスとは、自然言語の文章を構造化し、まとめたもので、対訳データとも言われています
選択肢4：拡張現実とは、現実世界と仮想世界を重ね合わせて表示する技術のことで、ARとも呼ばれています。"
49,機械学習の具体的手法,汎化誤差に関する説明として、最も不適切な選択肢を選択してください。,ノイズをゼロにすることはできない,バイアスとバリアンスの合計が最小になるようにモデルを調整する,過学習はバリアンスが大きいために発生する,汎化誤差が一度増加すると減少することはない,4,"選択肢4が正解です。
汎化誤差が一度増加した後に、減少することがあり、これを二重降下現象といいます。

選択肢1：正しい説明です。ノイズをゼロにすることはできません。
選択肢2：正しい説明です。バイアスとバリアンスの合計が最小になるようにモデルを調整していきます。また、バイアスとバリアンスはトレードオフの関係です。
選択肢3：正しい説明です。過学習はバリアンスが大きいために発生します。"
50,機械学習の具体的手法,正則化の説明として、最もよく当てはまる選択肢を選んでください。,データを利用しやすくするために、ルールに基づき、データを変形させること,汎化誤差が増加し始めたら学習を終了すること,パラメータ（重み）に制限をかけることで、複雑になりすぎたモデルをシンプルなモデルにしていくこと,学習させるときにランダムにユニットを無効化させること,3,"選択肢3が正解です。
正則化とは、過学習を防ぐための手法の1つで、パラメータ（重み）に制限をかけることで、複雑になりすぎたモデルをシンプルなモデルにしていくことです。

選択肢1：正規化の説明です。正規化とは、データを利用しやすくするために、ルールに基づき、データを変形させることを言います。例えば、各特徴量を最大値で割って、各特徴量が0〜1の値になるように変形させる方法などがあります。
選択肢2：早期終了の説明です。早期終了とは、過学習対策の1つで、汎化誤差が増加し始めたら学習を終了するという手法のことです。汎化誤差とは、学習に使っていないデータに対する予測と正解の誤差のことを言います。
選択肢4：ドロップアウトの説明です。ドロップアウトとは、過学習対策の1つで、学習させるときにランダムにユニットを無効化させることで過学習を防ぎます。"
51,機械学習の具体的手法,アンサンブル学習の説明として最も適切な選択肢を選んでください。,オートエンコーダの学習を順番に進めていく手法のこと,強化学習にディープラーニングの手法を取り入れたもの,ランダムに訓練データを1件ずつ投入してモデルを学習する手法,精度の高くないモデルを複数組み合わせて、精度の高い予測を行う手法のこと,4,"選択肢4が正解です。
アンサンブル学習とは、精度の高くないモデルを複数組み合わせて、精度の高い予測を行う手法のことです。

選択肢1：事前学習の説明です。 事前学習とは、オートエンコーダの学習を順番に進めていく手法のことです。
選択肢2：深層強化学習の説明です。深層強化学習とは、強化学習にディープラーニングの手法を取り入れたものです。
選択肢3：オンライン学習の説明です。オンライン学習とは、ランダムに訓練データを1件ずつ投入してモデルを学習させる手法です。"
52,機械学習の具体的手法,自己回帰モデル（ARモデル）の説明として正しい選択肢を選んでください。,相関関係のある変数をまとめてより少ない変数に要約する手法,ある時刻の値を、ある時刻よりも過去のデータを使って予測する手法,与えられた環境下で、報酬が最大となる行動を行うように学習していく手法,画像認識の分野に特化したニューラルネットワークのことである,2,"選択肢2が正解です。
自己回帰モデル（ARモデル）の説明です。自己回帰モデル（ARモデル）とは、ある時刻の値を、ある時刻よりも過去のデータを使って予測するモデルのことです。

選択肢1：主成分分析の説明です。主成分分析（PCA）とは、相関関係のある変数をまとめてより少ない変数に要約する分析手法のことを言います。また、データを要約することを次元削減と言い、まとめられた変数を主成分と言います。
選択肢3：強化学習の説明です。強化学習とは、与えられた環境下で、報酬が最大となる行動を行うように学習していく手法のことを言います。
選択肢4：CNNの説明です。CNNとは、畳み込みニューラルネットワークのことで、画像認識の分野に特化したニューラルネットワークです。CNNは、OCR、パターン認識など幅広い分野で使用されています。"
53,機械学習の具体的手法,現在、モデルの局所的な解釈を可能にするアプローチが考えられており、SHAPやLIMEなどといった手法がある。SHAPの説明として、正しい選択肢を選んでください。,活性化関数をシンプルにし、モデルをシンプル化させることで、どの特徴が推論に影響を与えているのかを算出する手法のこと,方策をベースに、特徴量が推論に与える影響を学習させて、実際に影響を与える重みを見つけ出し、重みからどの程度推論に影響を与えるのかを算出する手法のこと,ゲーム理論におけるShapley値を利用して、それぞれの特徴量が予測にどの程度影響を与えたかを算出する手法,複雑なモデルを単純な線形回帰で近似させることで、どの特徴が推論に影響を与えたのかを示す手法,3,"選択肢3が正解です。
選択肢3の説明が、SHAPの説明です。  SHAPは、ゲーム理論におけるShapley値を利用して、それぞれの特徴量が予測にどの程度影響を与えたかを算出する手法です。

選択肢1：該当するものはありません。
選択肢2：該当するものはありません。
選択肢4：LIMEの説明です。LIMEは、複雑なモデルを単純な線形回帰で近似させることで、どの特徴が推論に影響を与えたのかを示す手法です。"
54,機械学習の具体的手法,擬似相関の例として、最も不適切な選択肢を選択してください。,アイスの売上とビールの売上,気温と扇風機の売上,小学校における50m走のタイムと体重,リップクリームの売上と火災発生数,2,"選択肢2が正解です。
気温と扇風機の売上は擬似相関ではなく、相関関係です。気温が上がれば上がるほど、扇風機の売上は上がります。また、擬似相関とは、相関関係があるように見えるが、因果関係は存在しない相関のことを言います。

選択肢1：アイスの売上とビールの売上は擬似相関です。アイスの売上やビールの売上は「気温」によって左右されます。例えば、気温が高くなるとアイスやビールの売上は上がり、気温が低くなると売上は下がります。
選択肢3：小学校における50m走のタイムと体重は擬似相関です。一般に、50m走のタイムは上級生になるほど速くなります。また、上級生になるほど体重も重くなります。つまり、50m走のタイムや体重は「学年」という要素に影響を受けていると言えます。
選択肢4：リップクリームの売上と火災発生数は擬似相関です。一般にリップクリームは乾燥する時期に売上が上がります。また、火災は乾燥している時期に起きやすい特徴があります。つまり、リップクリームの売上と火災発生数は「乾燥度合い」に影響を受けます。"
55,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
AUCの値が（ア）のとき、ランダムな予測を行うモデルと同等の性能である。",-1,0,0.5,1,3,"選択肢3が正解です。
AUCの値が（0.5）のとき、ランダムな予測を行うモデルと同等の性能と判断することができます。"
56,機械学習の具体的手法,ロジスティック回帰の活用例として、最も適切な選択肢を選択してください。,気温や曜日などからアイスの売上を推測する,アルコール摂取量などから病気の発症確率を推測する,画像に写っている人物が登録されている人物ならスマホのロックを解除する,手書きや印刷されたテキストを読み取り、文字データに変換する,2,"選択肢2が正解です。
ロジスティック回帰の活用例です。ロジスティック回帰とは、複数の説明変数から、ある事象が発生する確率を予測する手法のことを言います。例えば、病院で検査を受けた結果、再検査が必要かどうかなど、ある事象が発生する確率を予測するときに使われる手法です。

選択肢1：回帰問題の活用例です。回帰問題とは、データを活用して数値（連続値）を予測する問題のことを言います。
選択肢3：画像認識の活用例です。画像認識とは、画像や動画に写っている物体は何かなどを識別する技術のことです。スマホのカメラや防犯カメラなど身近なところで使われている技術です。
選択肢4：OCRの活用例です。OCR（光学的文字認識）とは、手書きや印刷されたテキストなどを読み取り、文字データに変換する技術のことです。"
57,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
時系列分析の代表的手法には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）はある時刻の値を自分自身の過去のデータを使用して予測するモデルであり、（イ）はある時刻の値を過去のデータの移動平均を用いて予測するモデルである。（ウ）は（ア）と（イ）を組み合わせたモデルであり、（エ）は時系列データの差分に（ウ）を適用するモデルである。",ARモデル,MAモデル,VARモデル,XAモデル,1,"選択肢1が正解です。
ARモデルとは、ある時刻の値を、ある時刻よりも過去のデータを使って予測するモデルのことです。

選択肢2：MAモデルとは、ある時刻の値を過去のデータの移動平均を用いて予測するモデルのことです。
選択肢3：ベクトル自己回帰モデル（VARモデル）とは、自己回帰モデルを多変量に拡張したモデルのことを言います。
選択肢4：XAモデルというものはありません。"
58,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
時系列分析の代表的手法には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）はある時刻の値を自分自身の過去のデータを使用して予測するモデルであり、（イ）はある時刻の値を過去のデータの移動平均を用いて予測するモデルである。（ウ）は（ア）と（イ）を組み合わせたモデルであり、（エ）は時系列データの差分に（ウ）を適用するモデルである。",ARモデル,MAモデル,VARモデル,XAモデル,2,"選択肢2が正解です。
MAモデルとは、ある時刻の値を過去のデータの移動平均を用いて予測するモデルのことです。

選択肢1：自己回帰モデル（ARモデル）とは、ある時刻の値を、ある時刻よりも過去のデータを使って予測するモデルのことです。
選択肢3：ベクトル自己回帰モデル（VARモデル）とは、自己回帰モデルを多変量に拡張したモデルのことを言います。
選択肢4：XAモデルというものはありません。"
59,機械学習の具体的手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
時系列分析の代表的手法には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）はある時刻の値を自分自身の過去のデータを使用して予測するモデルであり、（イ）はある時刻の値を過去のデータの移動平均を用いて予測するモデルである。（ウ）は（ア）と（イ）を組み合わせたモデルであり、（エ）は時系列データの差分に（ウ）を適用するモデルである。",ARIMAモデル,AIDMAモデル,ARMAモデル,AISASモデル,3,"選択肢3が正解です。
ARMAモデルとは、ARモデルとMAモデルを組み合わせたモデルのことです。

選択肢1：ARIMAモデルとは、いくつかの差分を取った時系列データにARMAモデルを適用したモデルのことです。
選択肢2：AIDMAモデルとは、消費者の購買行動をパターン化したもので、Attention（注意）、Interest（興味）、Desire（欲求）、Memory（記憶）、Action（行動）の頭文字をとったものです。
選択肢4：AISASモデルとは、消費者の購買行動をパターン化したものであるAIDMAモデルを現代に合うように変えたものです。Attention（注意）、Interest（興味）、Search（検索）、Action（行動）、Share（共有）の頭文字からAISASと名付けられました。"
60,機械学習の具体的手法,"（エ）に最もよく当てはまる選択肢を選んでください。
時系列分析の代表的手法には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）はある時刻の値を自分自身の過去のデータを使用して予測するモデルであり、（イ）はある時刻の値を過去のデータの移動平均を用いて予測するモデルである。（ウ）は（ア）と（イ）を組み合わせたモデルであり、（エ）は時系列データの差分に（ウ）を適用するモデルである。",ARIMAモデル,AIDMAモデル,ARMAモデル,AISASモデル,1,"選択肢1が正解です。
ARIMAモデルとは、いくつかの差分を取った時系列データにARMAモデルを適用したモデルのことです。

選択肢2：AIDMAモデルとは、消費者の購買行動をパターン化したもので、Attention（注意）、Interest（興味）、Desire（欲求）、Memory（記憶）、Action（行動）の頭文字をとったものです。
選択肢3：ARMAモデルとは、ARモデルとMAモデルを組み合わせたモデルのことです。
選択肢4：AISASモデルとは、消費者の購買行動をパターン化したものであるAIDMAモデルを現代に合うように変えたものです。Attention（注意）、Interest（興味）、Search（検索）、Action（行動）、Share（共有）の頭文字からAISASと名付けられました。"
61,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ウォード法は、似ている組み合わせから順番にクラスター化していく手法で、途中経過を（ア）で表すことができる。または、（ア）を（イ）という。",潜在空間,混同行列,樹形図,スペクトル包絡,3,"選択肢3が正解です。
樹形図とは、樹木のように枝分かれした形の図のことです。

選択肢1：潜在空間とは、学習させた画像の特徴量を分布させた空間のことをいいます。
選択肢2：混同行列とは、二値分類などの結果をまとめた表のことです。
選択肢4：スペクトル包絡とは、音声の違いを表すスペクトル上の大まかな形を表した線のことです。"
62,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
ウォード法は、似ている組み合わせから順番にクラスター化していく手法で、途中経過を（ア）で表すことができる。または、（ア）を（イ）という。",データリーケージ,フォルマント,デンドログラム,スキップグラム,3,"選択肢3が正解です。
デンドログラムとは、クラスタリング（クラスター分析）において各個体がクラスターにまとめられていく様子を樹形図の形で表したものです。

選択肢1：データリーケージとは、訓練データ・検証データにテストデータにすべき未知のデータ（本来得られるはずのないデータ）が入ってしまうことを言います。
選択肢2：フォルマントとは、音声の周波数スペクトルに現れる周囲よりも強度が大きい周波数帯域のことをいいます。
選択肢4：スキップグラムとは、word2vecのモデルの1つで、ある単語を与えて、その周囲の単語を推測する手法のことです。"
63,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
与えられた環境下で、報酬が最大となる行動を行うように学習していく手法を（ア）という。",バッチ学習,強化学習,転移学習,過学習,2,"選択肢2が正解です。
強化学習とは、与えられた環境下で、報酬が最大となる行動を行うように学習していく手法のことを言います。

選択肢1：バッチ学習とは、訓練データ全体を投入してモデルを学習させる手法です。学習結果は安定しやすいですが、全ての訓練データを使用するため、計算負担が大きいという特徴があります。また、訓練データが増えると、1から計算をやり直す必要があるため、コストがかかってしまう特徴もあります。
選択肢3：転移学習とは、ある領域で学習させたモデルを、別の領域で活用する技術のことを言います。学習済みのモデルを活用することで、0からモデルを構築するというコストを削減することができます。
選択肢4：過学習とは、訓練データに適応しすぎた結果、未知のデータに対する推測の精度が下がってしまうことをいいます。"
64,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
回帰モデルの精度の評価指標として（ア）や（イ）がある。（ア）とは、実際の値と予測値の誤差の2乗の平均のことである。また、（イ）は（ア）の平方根をとったものである。",MAE,MSE,RMSE,決定係数,2,"選択肢2が正解です。
MSEとは、回帰モデルの精度の評価指標の1つで、実際の値と予測値の誤差の2乗の平均のことです。また、平均二乗誤差とも呼ばれています。

選択肢1：MAEとは、回帰モデルの精度の評価指標の1つで、誤差の絶対値の平均のことです。
選択肢3：RMSEとは、回帰モデルの精度の評価指標の1つで、MSE（平均二乗誤差）の平方根で求めることができます。
選択肢4：決定係数とは、説明変数が目的変数をどの程度説明できているかを表す指標の1つで、相関係数を2乗することで求めることができます。また、決定係数の取りうる範囲は0〜1です。"
65,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
回帰モデルの精度の評価指標として（ア）や（イ）がある。（ア）とは、実際の値と予測値の誤差の2乗の平均のことである。また、（イ）は（ア）の平方根をとったものである。",MAE,MSE,RMSE,決定係数,3,"選択肢3が正解です。
RMSEとは、回帰モデルの精度の評価指標の1つで、MSE（平均二乗誤差）の平方根で求めることができます。

選択肢1：MAEとは、回帰モデルの精度の評価指標の1つで、誤差の絶対値の平均のことです。
選択肢2：MSEとは、回帰モデルの精度の評価指標の1つで、実際の値と予測値の誤差の2乗の平均のことです。また、平均二乗誤差とも呼ばれています。
選択肢4：決定係数とは、説明変数が目的変数をどの程度説明できているかを表す指標の1つで、相関係数を2乗することで求めることができます。また、決定係数の取りうる範囲は0〜1です。"
66,機械学習の具体的手法,クラスタリングの特徴として、最も適切な選択肢を選択してください。,クラスタリングは教師あり学習の1種である,データを事前に決まっているグループに分けること,データを類似度に基づいてグループに分けていく,データが2つ以上のクラスタに所属しない,3,"選択肢3が正解です。
クラスタリングとは、データを類似度に基づいてグループに分けていく手法のことです。

選択肢1：クラスタリングは「教師なし学習」の1種です。そのため、「クラスタリングは教師あり学習の1種である」は間違いです。
選択肢2：クラスタリングは、データの類似度を見つけ出し、グループに分けていく手法です。また、データを事前に決まっているグループに分ける問題は分類問題です。そのため、「データを事前に決まっているグループに分けること」は間違いです。
選択肢4：データが2つ以上のクラスタに所属する場合もあります。そのため、「データが2つ以上のクラスタに所属しない」は間違いです。"
67,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
主成分分析において、主成分どうしの相関は（ア）になる",-1,0,0.5,1,2,"選択肢2が正解です。
主成分分析において、主成分どうしの相関は（ア：0）になるという特徴があります。"
68,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
データの意味を保ったまま、データの特徴量（変数）を減らすことを（ア）という。",トラッキング,次元削減,照応解析,経験再生,2,"選択肢2が正解です。
次元削減（次元圧縮）とは、データの意味を保ったまま、データの特徴量（変数）を減らすことを言います。特徴量を減らすことで、計算量を減らすことが可能です。

選択肢1：トラッキングとは、Webサイトの運営者などが、サイト訪問者の行動情報を収集したり、分析したりすることをいう。
選択肢3：照応解析とは、代名詞の指示対象を推定したり、省略された名詞を推定したりすることです。
選択肢4：経験再生とは、DQNにおいて学習の精度を高める方法の1つで、エージェントがとった行動などをデータとして蓄積しておき、学習時などにランダムにデータを抜き出し学習に使う手法のことです。"
69,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
トピックモデルの代表的な手法に（ア）や（イ）がある。（ア）は、次元削減する手法である特異値分解などを活用し、類似したトピックの文章をグループ化していく手法である。（イ）は、文章で使われている単語の頻度から、その文章のトピックを推定する手法である。また、（イ）に確率の概念を組み合わせた（ウ）という手法も存在する。",GLUE,LSI,LDA,PLSI,3,"選択肢3が正解です。
LDA（潜在的ディリクレ配分法）とは、トピックモデルの代表的な手法の1つで、特異値分解などを活用し、類似したトピックの文章をグループ化していきます。

選択肢1：GLUEとは、自然言語処理のベンチマーク（指標）のことです。
選択肢2：LSI（潜在意味解析）とは、文章で使われている単語の頻度から、その文章のトピックを推定する手法のことです。
選択肢4：PLSI（確率的潜在意味解析）とは、LSIと確率の概念を組み合わせた手法のことです。"
70,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
トピックモデルの代表的な手法に（ア）や（イ）がある。（ア）は、次元削減する手法である特異値分解などを活用し、類似したトピックの文章をグループ化していく手法である。（イ）は、文章で使われている単語の頻度から、その文章のトピックを推定する手法である。また、（イ）に確率の概念を組み合わせた（ウ）という手法も存在する。",GLUE,LSI,LDA,PLSI,2,"選択肢2が正解です。
LSI（潜在意味解析）とは、文章で使われている単語の頻度から、その文章のトピックを推定する手法のことです。

選択肢1：GLUEとは、自然言語処理のベンチマーク（指標）のことです。
選択肢3：LDA（潜在的ディリクレ配分法）とは、トピックモデルの代表的な手法の1つで、特異値分解などを活用し、類似したトピックの文章をグループ化していきます。
選択肢4：PLSI（確率的潜在意味解析）とは、LSIと確率の概念を組み合わせた手法のことです。"
71,機械学習の具体的手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
トピックモデルの代表的な手法に（ア）や（イ）がある。（ア）は、次元削減する手法である特異値分解などを活用し、類似したトピックの文章をグループ化していく手法である。（イ）は、文章で使われている単語の頻度から、その文章のトピックを推定する手法である。また、（イ）に確率の概念を組み合わせた（ウ）という手法も存在する。",GLUE,LSI,LDA,PLSI,4,"選択肢4が正解です。
PLSI（確率的潜在意味解析）とは、LSIと確率の概念を組み合わせた手法のことです。

選択肢1：GLUEとは、自然言語処理のベンチマーク（指標）のことです。
選択肢2：LSI（潜在意味解析）とは、文章で使われている単語の頻度から、その文章のトピックを推定する手法のことです。
選択肢3：LDA（潜在的ディリクレ配分法）とは、トピックモデルの代表的な手法の1つで、特異値分解などを活用し、類似したトピックの文章をグループ化していきます。"
72,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
予測値と実際の値の関係によって真陽性、偽陽性、真陰性、偽陰性に分けられる。例えば、正しいにも関わらず、間違っていると判断されることを（ア）、間違いにも関わらず、正しいと判断されることを（イ）という。",真陽性,偽陽性,真陰性,偽陰性,4,"選択肢4が正解です。
偽陰性とは、正しいにも関わらず、間違っていると判断されることです。つまり、実際の値は「TRUE」にも関わらず、「FALSE」と判断されることです。

選択肢1：真陽性とは、正しいものを正しいと判断されることです。つまり、実際の値が「TRUE」であり、正しく「TRUE」と判断されることです。
選択肢2：偽陽性とは、間違いにも関わらず、正しいと判断されることです。つまり、実際の値は「FALSE」にも関わらず、「TRUE」と判断されることです。
選択肢3：真陰性とは、間違っているものを間違っていると判断されることです。つまり、実際の値が「FALSE」であり、正しく「FALSE」と判断されることです。"
73,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
予測値と実際の値の関係によって真陽性、偽陽性、真陰性、偽陰性に分けられる。例えば、正しいにも関わらず、間違っていると判断されることを（ア）、間違いにも関わらず、正しいと判断されることを（イ）という。",真陽性,偽陽性,真陰性,偽陰性,2,"選択肢2が正解です。
偽陽性とは、間違いにも関わらず、正しいと判断されることです。つまり、実際の値は「FALSE」にも関わらず、「TRUE」と判断されることです。

選択肢1：真陽性とは、正しいものを正しいと判断されることです。つまり、実際の値が「TRUE」であり、正しく「TRUE」と判断されることです。
選択肢3：真陰性とは、間違っているものを間違っていると判断されることです。つまり、実際の値が「FALSE」であり、正しく「FALSE」と判断されることです。
選択肢4：偽陰性とは、正しいにも関わらず、間違っていると判断されることです。つまり、実際の値は「TRUE」にも関わらず、「FALSE」と判断されることです。"
74,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
状態が遷移するとき、過去の状態に依存しない特性を（ア）という。また、（ア）を満たす遷移過程モデルを（イ）という。",マルコフ性,多重共線性,L1正則化,量子化,1,"選択肢1が正解です。
マルコフ性とは、状態が遷移するとき、過去の状態に依存せず、現在の状態で決定されるという特性のことです。

選択肢2：多重共線性とは、重回帰モデルにおいて、相関係数の高い説明変数の組み合わせが存在することです。重回帰分析などを行うときに、多重共線性が存在することで、計算が不安定になってしまうという特徴があります。
選択肢3：L1正則化とは、重要度の低い説明変数（重み）を取り除くことを目的とした手法で、重要度の低いパラメータを0にし、重要度の高いパラメータを残す処理を行います。
選択肢4：量子化とは、モデルを軽量化する代表的な手法で、重みなどのパラメータを小さいビットで表現することで、計算量を減らすことができます。一方で、精度が落ちてしまうというデメリットが存在します。"
75,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
状態が遷移するとき、過去の状態に依存しない特性を（ア）という。また、（ア）を満たす遷移過程モデルを（イ）という。",ベクトル自己回帰モデル（VARモデル）,環境モデル,生成モデル,マルコフ決定過程モデル,4,"選択肢4が正解です。
マルコフ決定過程モデルとは、マルコフ性（状態が遷移するとき、過去の状態に依存せず、現在の状態で決定されるという特性）を満たす遷移過程モデルのことです。

選択肢1：ベクトル自己回帰モデル（VARモデル）とは、自己回帰モデルを多変量に拡張したモデルのことを言います。
選択肢2：環境モデルとは、状態遷移や報酬を予測するモデルのことです。
選択肢3：生成モデルとは、画像などの新しいデータを生成することを目的としたモデルのことです。新しいデータを作り出すタスクのことを生成タスクといいます。"
76,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
強化学習では、行動の価値が最大化するように学習を行うというアプローチ方法がある。このような学習手法は、（ア）の手法と呼ばれる。また、価値を表す関数として、（イ）がある。",価値基準,コスト基準,価値ベース,モデルベース,3,"選択肢3が正解です。
問題文では、価値に基づいて学習を行っていくと書いているので、「価値ベース」の手法が答えになります。

選択肢1：強化学習において、価値基準という用語はありません。
選択肢2：強化学習において、コスト基準という用語はありません。
選択肢4：強化学習において、モデルベースという用語はありません。"
77,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
強化学習では、行動の価値が最大化するように学習を行うというアプローチ方法がある。このような学習手法は、（ア）の手法と呼ばれる。また、価値を表す関数として、（イ）がある。",行動価値関数や状態価値関数,状行価値関数,報酬和関数や行動価値関数,状態行動価値関数や報酬和関数,1,"選択肢1が正解です。
強化学習において、価値を表す関数として行動価値関数や状態価値関数があります。よって、選択肢1が正解になります。行動価値関数とは、ある状態において行動した結果、将来的に得られる報酬の合計を返す関数のことです。
状態価値関数とは、ある状態において、将来的に得られる報酬の合計を返す関数のことです。

また、状行価値関数や報酬和関数という用語はありません。"
78,機械学習の具体的手法,"（ア）に最もよく当てはまる選択肢を選んでください。
強化学習には、直接方策を学習して、方策を更新していこうという考え方がある。このような手法を（ア）の手法という。勾配法を使い、方策を更新していく方策勾配法が有名である。方策勾配法ベースの具体的な手法に（イ）がある。（イ）はアルファ碁でも活用されている。",方策ベース,コストベース,方策基準,価値基準,1,"選択肢1が正解です。
問題文では、直接方策を学習して、方策を更新すると書いているので、「方策ベース」の手法が答えになります。

選択肢2：強化学習において、コストベースという用語はありません。
選択肢3：強化学習において、方策基準という用語はありません。
選択肢4：強化学習において、価値基準という用語はありません。"
79,機械学習の具体的手法,"（イ）に最もよく当てはまる選択肢を選んでください。
強化学習には、直接方策を学習して、方策を更新していこうという考え方がある。このような手法を（ア）の手法という。勾配法を使い、方策を更新していく方策勾配法が有名である。方策勾配法ベースの具体的な手法に（イ）がある。（イ）はアルファ碁でも活用されている。",ACM,REINFORCE,ELMo,LIME,2,"選択肢2が正解です。
REINFORCEとは、アルファ碁などで使用されている方策ベースのアルゴリズムです。

選択肢1：ACMとは、米国コンピューター学会のことで、彼らが主催するACM FATでは機械学習だけではなく、哲学などを交えて様々な議論が行われています。
選択肢3：ELMoとは、word2vecを改良したモデルで、双方向リカレントニューラルネットワークを活用しており、複数の意味を持つ単語でも前後文から適切な意味を推測することが可能です。
選択肢4：LIMEとは、複雑なモデルを単純な線形回帰で近似させることで、どの特徴が推論に影響を与えたのかを示す手法のことです。"
